Filename,Frame,Time (mins),Period,Period time (mins),length.mm,Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Depth,Comment,Date,Time,habitat_type,complexity,current_speed,temperature,left_camera,right_camera,Family,Genus,Species,Code,Number,Stage,Activity,Comment
Left (2).MP4,19439,28.4445,,,,1.18,0.159,936.808,10.601,,,111.38,139.753,-919.605,halkettbayeast_1,Fiona Francis,20,,19-10-11,11:18,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape3_end
Left (4).MP4,15247,61.3819,60min,26.1133,256.421,0.665,0.782,648.973,17.371,7.435,10.511,60.973,-183.917,-619.372,halkettbayeast_1,Fiona Francis,20,,19-10-11,11:18,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,17824,62.815,60min,27.5464,240.694,1.143,0.544,819.965,17.245,22.386,29.426,193.851,146.675,-783.104,halkettbayeast_1,Fiona Francis,20,,19-10-11,11:18,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,18496,63.1887,60min,27.9201,213.359,5.326,0.575,1986.253,17.023,16.526,5.832,-527.864,243.928,-1899.226,halkettbayeast_1,Fiona Francis,20,,19-10-11,11:18,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (5).MP4,6689,74.257,60min,38.9884,192.604,6.174,4.581,1659.468,27.485,64.828,39.145,675.064,-361.717,-1472.17,halkettbayeast_1,Fiona Francis,20,,19-10-11,11:18,rocky reef,,,,1047,1046,Embiotocidae,Rhacochilus,vacca,169754,4,AD,Passing,
Left (5).MP4,10183,76.2,60min,40.9314,228.83,3.326,0.738,1272.689,31.134,36.012,13.023,-650.818,97.174,-1089.371,halkettbayeast_1,Fiona Francis,20,,19-10-11,11:18,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,caurinus,166713,1,AD,Passing,
Left (5).MP4,16408,79.6618,60min,44.3932,174.571,2.042,0.396,936.258,30.914,47.509,5.901,367.515,-310.322,-803.251,halkettbayeast_1,Fiona Francis,20,,19-10-11,11:18,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,1,AD,Passing,
Left (5).MP4,16529,79.7291,60min,44.4605,147.654,1.891,0.749,1148.846,23.927,6.078,17.961,-453.75,105.915,-1050.114,halkettbayeast_1,Fiona Francis,20,,19-10-11,11:18,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,1,AD,Passing,
Left (2).MP4,28035,33.2249,,,,1.425,0.251,1063.764,1.223,,,5.656,-12.465,-1063.676,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape1_start
Left (2).MP4,28125,33.2749,,,,1.438,0.063,1065.92,6.427,,,20.287,-108.089,-1060.231,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape1_end
Left (2).MP4,28476,33.4701,,,,1.344,0.394,1026.268,1.89,,,26.907,-11.355,-1025.852,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape2_start
Left (2).MP4,28566,33.5202,,,,1.425,1.416,1063.762,1.472,,,-5.916,-17.152,-1063.607,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape2_end
Left (2).MP4,28873,33.6909,,,,1.384,0.19,1045.191,0.736,,,-7.299,-1.895,-1045.164,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape3_start
Left (2).MP4,28963,33.7409,,,,1.334,1.008,1020.56,3.793,,,-58.384,-24.789,-1018.587,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape3_end
Left (3).MP4,2344,36.5721,60min,0.6568,264.689,0.926,0.843,695.179,15.537,23.448,12.476,1.478,-186.204,-669.775,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (3).MP4,2501,36.6594,60min,0.7441,155.61,2.582,0.464,1236.771,34.492,17.518,14.84,-667.411,212.303,-1019.359,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,1,AD,Passing,
Left (3).MP4,2501,36.6594,60min,0.7441,171.786,6.601,0.556,1864.703,20.126,37.59,25.819,200.428,609.525,-1750.835,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,1,AD,Passing,
Left (3).MP4,2709,36.7751,60min,0.8597,219.745,7.166,0.869,2135.274,30.558,16.077,20.56,1004.845,410.839,-1838.72,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (3).MP4,3132,37.0103,60min,1.095,176.785,0.603,0.122,534.736,20.259,19.446,18.095,-147.072,-112.489,-501.655,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,1,AD,Passing,
Left (3).MP4,7235,39.292,60min,3.3767,236.906,1.239,1.093,978.335,18.553,11.961,40.709,301.873,75.982,-927.49,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,3,AD,Passing,
Left (4).MP4,5628,56.0326,60min,20.1173,87.106,6.332,2.237,1676.479,23.121,51.124,31.524,534.082,384.881,-1541.819,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,Gobiidae,Rhinogobiops,nicholsii,636877,2,AD,Passing,
Left (4).MP4,5705,56.0755,60min,20.1601,79.838,2.376,0.879,940.997,15.898,55.769,26.981,-45.229,-253.758,-905.007,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,Gobiidae,Rhinogobiops,nicholsii,636877,1,AD,Passing,
Left (4).MP4,20429,64.2636,60min,28.3483,114.169,10.743,0.976,2360.556,37.639,46.519,19.84,1371.773,443.042,-1869.272,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,Embiotocidae,Rhacochilus,vacca,169754,1,AD,Passing,
Left (5).MP4,30214,87.3395,60min,51.4242,300.151,1.554,0.992,1246.848,11.04,7.523,29.396,-209.196,115.092,-1223.773,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,caurinus,166713,1,AD,Passing,
Left (6).MP4,4200,90.5071,60min,54.5918,305.437,6.618,0.786,1896.492,25.962,30.143,4.456,-669.884,490.448,-1705.109,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,caurinus,166713,1,AD,Passing,
Left (6).MP4,4737,90.8057,60min,54.8904,212.423,1.45,0.573,1009.523,16.987,27.151,55.231,-219.26,197.26,-965.48,halkettbayeast_2,Fiona Francis,23.7,,19-11-14,11:19,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,caurinus,166713,1,AD,Passing,
Left (2).MP4,1730,18.5964,,,249.722,9.325,2.534,1846.801,12.951,52.24,13.736,341.639,233.647,-1799.824,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,,,,,1,AD,Passing,test
Left (2).MP4,9969,23.1782,60min,2.007,142.696,1.269,0.335,978.284,25.115,14.548,8.928,212.625,356.649,-885.794,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Embiotocidae,Rhacochilus,vacca,169754,30,AD,Passing,
Left (2).MP4,16923,27.0454,60min,5.8742,94.702,4.482,0.758,1361.057,20.073,44.31,3.529,-333.105,-327.518,-1278.377,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Gobiidae,Rhinogobiops,nicholsii,636877,1,AD,Passing,
Left (2).MP4,19440,28.4451,60min,7.2739,292.851,9.218,1.612,2367.861,29.687,11.413,7.177,-1168.54,98.9,-2057.06,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,proriger,166736,3,AD,Passing,
Left (2).MP4,21678,29.6897,60min,8.5185,185.981,5.764,0.131,2024.06,11.657,21.347,8.296,-303.506,-274.121,-1982.312,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Hexagrammidae,Hexagrammos,decagrammus,167110,1,AD,Passing,
Left (2).MP4,25327,31.7189,60min,10.5478,170.773,4.498,0.686,1717.418,32.645,19.78,25.65,767.234,519.256,-1446.115,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,emphaeus,166718,1,AD,Passing,
Left (3).MP4,5921,38.5613,60min,17.3902,69.574,6.608,0.333,1883.786,37.83,36.18,8.814,1056.401,467.872,-1487.871,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Embiotocidae,Cymatogaster,aggregata,169739,250,AD,Passing,
Left (3).MP4,6134,38.6798,60min,17.5086,188.005,7.909,0.868,3211.842,11.582,3.4,1.454,-635.855,-107.218,-3146.446,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,ruberrimus,166740,1,AD,Passing,
Left (3).MP4,22915,48.0119,60min,26.8407,413.252,8.985,1.995,1796.458,29.587,66.494,9,817.465,-344.214,-1562.219,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Hexagrammidae,Ophiodon,elongatus,167116,1,AD,Passing,
Left (4).MP4,18955,63.4439,60min,42.2728,246.255,7.556,0.99,1879.924,36.477,56.789,5.653,-976.258,544.064,-1511.631,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,10,AD,Passing,
Left (4).MP4,18955,63.4439,60min,42.2728,237.253,4.321,1.654,1677.022,31.529,0.471,4.973,-817.37,317.762,-1429.454,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,18955,63.4439,60min,42.2728,285.998,6.726,1.341,1717.543,19.384,46.507,25.479,-349.212,450.558,-1620.186,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,18955,63.4439,60min,42.2728,247.365,4.56,1.455,2046.793,12.813,14.314,2.465,-311.572,330.1,-1995.826,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,10,AD,Passing,
Left (4).MP4,18955,63.4439,60min,42.2728,257.195,12.759,2.214,2301.068,22.267,59.438,32.973,783.438,382.714,-2129.476,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,18955,63.4439,60min,42.2728,246.004,14.037,1.43,2722.073,31.144,36.428,25.586,1342.339,424.338,-2329.752,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,18955,63.4439,60min,42.2728,231.355,9.252,1.54,1999.094,26.571,62.54,35.568,466.91,762.643,-1787.945,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,18955,63.4439,60min,42.2728,273.351,26.684,1.451,3437.437,27.147,47.293,8.815,-1182.23,1030.645,-3058.77,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,18955,63.4439,60min,42.2728,255.443,7.509,1.718,2328.381,19.895,16.577,9.881,-703.649,364.276,-2189.415,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,19173,63.5652,60min,42.394,956.243,1.32,0.72,735.202,13.345,2.42,8.831,-15.253,-169.003,-715.351,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Squalidae,Squalus,suckleyi,160617,1,AD,Passing,
Left (4).MP4,19173,63.5652,60min,42.394,252.884,5.414,0.457,1829.322,21.693,27.337,26.11,-524.72,426.487,-1699.764,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,19173,63.5652,60min,42.394,273.106,10.582,0.57,2189.284,30.227,60.63,32.383,-833.075,721.607,-1891.622,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,19173,63.5652,60min,42.394,263.379,5.02,0.696,2007.826,20.662,21.267,23.837,-65.127,705.476,-1878.677,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,19173,63.5652,60min,42.394,266.053,6.469,1.474,2043.222,32.595,11.93,4.329,954.307,548.431,-1721.417,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,19173,63.5652,60min,42.394,245.372,22.383,1.625,3666.239,31.295,17.732,8.137,1771.879,698.051,-3132.806,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,19319,63.6464,60min,42.4752,263.605,3.889,0.887,1791.891,15.769,17.451,26.509,-332.87,355.42,-1724.456,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,19319,63.6464,60min,42.4752,228.979,12.947,0.707,2286.435,16.817,45.018,5.95,-614.499,244.883,-2188.654,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (4).MP4,19319,63.6464,60min,42.4752,258.858,3.672,0.432,1557.238,25.653,22.687,3.509,430.522,518.775,-1403.75,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left (5).MP4,15043,78.9027,60min,57.7316,303.828,2.811,0.796,1202.298,30.573,33.735,15.434,518.505,-324.228,-1035.157,halkettbioherm_1,Fiona Francis,31.7,,19-10-31,11:27,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,1,AD,Passing,
Left (2).MP4,17523,27.379,,,,1.507,0.379,1089.319,8.1,,,-2.713,164.064,-1076.889,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,,,,,1,AD,Passing,Tape1_start
Left (2).MP4,17613,27.4291,,,,1.471,0.426,1075.351,7.166,,,1.501,144.617,-1065.581,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,,,,,1,AD,Passing,Tape1_end
Left (2).MP4,17813,27.5403,,,,1.461,7.255,1070.302,7.452,,,5.932,149.114,-1059.847,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,,,,,1,AD,Passing,Tape2_start
Left (2).MP4,17903,27.5903,,,,1.35,0.422,1021.839,7.449,,,-75.301,118.943,-1012.096,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,,,,,1,AD,Passing,Tape2__end
Left (2).MP4,18027,27.6593,,,,1.451,0.201,1065.937,7.679,,,-0.503,152.819,-1054.925,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,,,,,1,AD,Passing,Tape3_start
Left (2).MP4,18117,27.7093,,,,1.397,0.244,1043.706,7.11,,,-77.877,113.249,-1034.617,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,,,,,1,AD,Passing,Tape3_end
Left (3).MP4,15507,43.8922,60min,13.9606,53.423,1.08,0.47,601.304,26.99,75.078,11.565,269.256,-44.384,-535.815,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,maliger,166726,1,J,Passing,
Left (3).MP4,22077,47.5458,60min,17.6143,52.89,2.13,0.527,1081.459,31.805,69.24,53.397,500.481,272.704,-919.078,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,Syngnathidae,Syngnathus,leptorhynchus,166462,1,AD,Passing,
Left (3).MP4,22639,47.8584,60min,17.9268,84.216,1.421,0.336,831.541,27.12,34.189,20.212,-353.166,-137.716,-740.114,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,Cottidae,Artedius,harringtoni,167213,1,AD,Passing,
Left (4).MP4,6251,56.3791,60min,26.4475,102.933,1.332,0.813,1031.645,20.845,4.291,34.296,-358.385,79.504,-964.122,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,maliger,166726,1,AD,Passing,
Left (4).MP4,10144,58.544,60min,28.6125,46.028,4.656,1.347,1607.929,34.512,31.92,9.012,722.142,555.412,-1324.94,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,Embiotocidae,Cymatogaster,aggregata,169739,50,AD,Passing,
Left (4).MP4,26675,67.7371,60min,37.8055,144.448,0.954,0.178,955.615,6.661,5.858,31.453,108.738,-21.533,-949.164,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,Bathymasteridae,Ronquilus,jordani,170951,1,AD,Passing,
Left (4).MP4,26675,67.7371,60min,37.8055,131.871,0.847,0.27,805.822,9.538,8.587,11.852,-102.853,-85.149,-794.683,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,Bathymasteridae,Ronquilus,jordani,170951,1,AD,Passing,
Left (4).MP4,26675,67.7371,60min,37.8055,177.459,2.833,1.284,890.629,12.022,83.229,15.355,158.992,-95.569,-871.096,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,Bathymasteridae,Ronquilus,jordani,170951,1,AD,Passing,
Left (4).MP4,27045,67.9429,60min,38.0113,78.505,0.724,0.639,775.188,15.942,4.195,10.958,58.134,-204.828,-745.374,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,Gobiidae,Rhinogobiops,nicholsii,636877,2,AD,Passing,
Left (4).MP4,28079,68.5179,60min,38.5863,170.935,1.19,0.983,810.88,15.59,29.393,36.645,-209.997,-58.226,-781.049,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,Bathymasteridae,Ronquilus,jordani,170951,1,AD,Passing,
Left (5).MP4,29462,86.9213,60min,56.9897,79.862,1.984,0.735,1201.777,19.727,11.129,13.21,-390.212,110.813,-1131.248,halkettsign_1,Fiona Francis,23.9,,19-10-11,9:49,rocky reef,,,,1049,1048,Embiotocidae,Rhacochilus,vacca,169754,1,AD,Passing,
Left_002.MP4,25952,32.0665,,,,1.349,0.587,1022.313,6.319,,,12.979,120.86,-1015.061,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape1_start
Left_002.MP4,26042,32.1165,,,,1.23,0.776,964.182,7.995,,,-41.379,136.107,-953.63,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape1_end
Left_002.MP4,26361,32.2939,,,,1.341,0.145,1018.178,6.74,,,-41.529,121.098,-1010.098,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape2_start
Left_002.MP4,26451,32.344,,,,1.15,0.404,927.281,6.256,,,-40.756,100.714,-920.894,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape2_end
Left_002.MP4,26844,32.5625,,,,1.239,1.249,969.481,7.218,,,-22.295,128.367,-960.687,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape3_start
Left_002.MP4,26934,32.6126,,,,0.939,0.104,814.888,10.72,,,-97.036,123.613,-799.591,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,,,,,1,AD,Passing,Tape3_end
Left_003.MP4,14218,43.1754,60min,8.3973,96.311,1.892,1.444,1472.979,21.493,1.132,3.064,299.421,-448.993,-1370.555,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Gobiidae,Rhinogobiops,nicholsii,636877,1,AD,Passing,
Left_003.MP4,29383,51.6088,60min,16.8307,135.671,14.183,2.845,2681.698,14.741,34.207,15.473,596.204,-331.851,-2593.438,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Embiotocidae,Rhacochilus,vacca,169754,5,AD,Passing,
Left_004.MP4,3384,54.7847,60min,20.0067,212.112,1.563,1.078,1001.251,21.216,9.814,4.104,-361.412,-25.868,-933.389,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3384,54.7847,60min,20.0067,219.074,8.026,1.008,1750.017,33.727,75.421,1.3,908.836,343.721,-1455.484,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3384,54.7847,60min,20.0067,220.531,6.162,0.337,1521.944,29.781,62.532,2.164,640.333,401.754,-1320.939,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3384,54.7847,60min,20.0067,179.641,6.735,2.591,2242.273,32.49,10.843,21.761,918.551,779.083,-1891.318,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3384,54.7847,60min,20.0067,175.175,6.003,0.99,2177.459,31.317,5.361,41.79,1084.873,322.456,-1860.214,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3384,54.7847,60min,20.0067,203.69,17.606,2.86,3035.206,40.033,60.426,16.559,1706.997,947.523,-2323.97,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3384,54.7847,60min,20.0067,217.183,11.363,2.015,2489.25,31.106,39.563,29.215,-1084.762,690.749,-2131.32,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3384,54.7847,60min,20.0067,212.831,3.537,1.741,2838.464,20.238,2.739,2.003,-229.249,954.73,-2663.234,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3630,54.9215,60min,20.1435,211.6,2.314,0.507,1247.194,28.735,17.763,33.049,-537.847,265.014,-1093.61,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3630,54.9215,60min,20.1435,242.552,5.257,1.773,1415.919,24.478,71.854,32.655,423.41,406.093,-1288.658,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3801,55.0166,60min,20.2386,201.657,2.807,0.624,1155.719,29.331,35.309,8.069,-543.6,-158.12,-1007.563,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3832,55.0339,60min,20.2558,535.193,2.601,32.899,794.099,19.1,73.814,13.971,-172.797,-194.06,-750.383,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3832,55.0339,60min,20.2558,222.042,1.563,0.675,827.088,11.467,40.561,31.374,144.165,-79.085,-810.578,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3832,55.0339,60min,20.2558,230.186,9.204,0.205,1874.858,3.358,47.089,11.478,28.711,106.007,-1871.638,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,3832,55.0339,60min,20.2558,215.773,24.38,4.056,3490.947,27.935,36.228,14.727,-1524.869,590.97,-3084.192,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,4083,55.1735,60min,20.3954,226.42,3.13,0.32,1198.735,31.201,45.22,17.584,-578.83,224.912,-1025.346,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,4083,55.1735,60min,20.3954,196.724,6.544,0.377,1594.479,20.738,50.028,10.154,446.621,345.402,-1491.171,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
Left_004.MP4,4083,55.1735,60min,20.3954,180.502,4.17,0.466,1515.694,3.564,34.736,32.93,10.696,-93.608,-1512.763,helipad_1,Fiona Francis,20.8,,19-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,1,AD,Passing,
