MaxN,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Generated: Thursday 03 June 2021 21:41:46,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Comment,Date,Time,habitat_type,complexity,current_speed,temperature,left_camera,right_camera,Family,Genus,Species,Code,MaxN,Has fed
Left_005.MP4,11930,77.1715,60min,42.3935,helipad_1,Fiona Francis,20.8,,2019-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,2,No
Left_004.MP4,22651,65.4993,60min,30.7212,helipad_1,Fiona Francis,20.8,,2019-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,nigrocinctus,166732,1,No
Left_005.MP4,16173,79.5311,60min,44.753,helipad_1,Fiona Francis,20.8,,2019-09-05,10:03,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,pinniger,166734,1,No
Left_004.MP4,30691,69.9705,60min,35.1924,helipad_1,Fiona Francis,20.8,,2019-09-05,10:03,rocky reef,,,,1047,1046,Squalidae,Squalus,suckleyi,160617,2,No
Left (4).MP4,29969,69.5689,60min,57.0548,helipad_2,Fiona Francis,21.3,,2019-11-05,11:49,rocky reef,,,,1049,1048,,,,,1,No
Left (2).MP4,4119,19.9249,60min,7.4107,helipad_2,Fiona Francis,21.3,,2019-11-05,11:49,rocky reef,,,,1049,1048,Embiotocidae,Cymatogaster,aggregata,169739,300,No
Left (1).MP4,30876,17.1705,60min,4.6563,helipad_2,Fiona Francis,21.3,,2019-11-05,11:49,rocky reef,,,,1049,1048,Embiotocidae,Rhacochilus,vacca,169754,20,No
Left (2).MP4,29869,34.2448,60min,21.7306,helipad_2,Fiona Francis,21.3,,2019-11-05,11:49,rocky reef,,,,1049,1048,Gobiidae,Rhinogobiops,nicholsii,636877,1,No
Left (4).MP4,8515,57.6381,60min,45.124,helipad_2,Fiona Francis,21.3,,2019-11-05,11:49,rocky reef,,,,1049,1048,Hexagrammidae,Ophiodon,elongatus,167116,2,No
Left (1).MP4,29406,16.353,60min,3.8388,helipad_2,Fiona Francis,21.3,,2019-11-05,11:49,rocky reef,,,,1049,1048,Phocidae,Phoca,vitulina,180649,1,No
Left (4).MP4,5765,56.1088,60min,43.5947,helipad_2,Fiona Francis,21.3,,2019-11-05,11:49,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,caurinus,166713,2,No
Left (2).MP4,7811,21.9781,60min,9.4639,helipad_2,Fiona Francis,21.3,,2019-11-05,11:49,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,emphaeus,166718,1,No
Left (1).MP4,29223,16.2512,60min,3.7371,helipad_2,Fiona Francis,21.3,,2019-11-05,11:49,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,flavidus,166720,300,No
Left (4).MP4,370,53.1086,60min,40.5944,helipad_2,Fiona Francis,21.3,,2019-11-05,11:49,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,maliger,166726,1,No
Left (3).MP4,29070,51.4347,60min,38.9205,helipad_2,Fiona Francis,21.3,,2019-11-05,11:49,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,nigrocinctus,166732,1,No
Left (4).MP4,24643,66.6071,60min,46.0616,huttcloudpair_1,Fiona Francis,21,,2019-09-06,12:33,sponge garden,,,,1047,1046,,,,,1,No
Left (4).MP4,22255,65.2791,60min,44.7336,huttcloudpair_1,Fiona Francis,21,,2019-09-06,12:33,sponge garden,,,,1047,1046,Embiotocidae,Cymatogaster,aggregata,169739,250,No
Left (3).MP4,1405,36.0499,60min,15.5044,huttcloudpair_1,Fiona Francis,21,,2019-09-06,12:33,sponge garden,,,,1047,1046,Embiotocidae,Rhacochilus,vacca,169754,3,No
Left (2).MP4,15935,26.4959,60min,5.9504,huttcloudpair_1,Fiona Francis,21,,2019-09-06,12:33,sponge garden,,,,1047,1046,Gobiidae,Rhinogobiops,nicholsii,636877,3,No
Left (2).MP4,9092,22.6904,60min,2.1449,huttcloudpair_1,Fiona Francis,21,,2019-09-06,12:33,sponge garden,,,,1047,1046,Hexagrammidae,Hexagrammos,decagrammus,167110,1,No
Left (2).MP4,5319,20.5922,60min,0.0467,huttcloudpair_1,Fiona Francis,21,,2019-09-06,12:33,sponge garden,,,,1047,1046,Hexagrammidae,Hexagrammos,stelleri,167113,2,No
Left (3).MP4,15823,44.0679,60min,23.5224,huttcloudpair_1,Fiona Francis,21,,2019-09-06,12:33,sponge garden,,,,1047,1046,Hexagrammidae,Oxylebius,pictus,167118,2,No
Left (3).MP4,25524,49.4627,60min,28.9172,huttcloudpair_1,Fiona Francis,21,,2019-09-06,12:33,sponge garden,,,,1047,1046,Phocidae,Phoca,vitulina,180649,1,No
Left (2).MP4,29579,34.0835,60min,13.538,huttcloudpair_1,Fiona Francis,21,,2019-09-06,12:33,sponge garden,,,,1047,1046,Scorpaenidae,Sebastes,caurinus,166713,1,No
Left (4).MP4,22468,65.3976,60min,44.852,huttcloudpair_1,Fiona Francis,21,,2019-09-06,12:33,sponge garden,,,,1047,1046,Scorpaenidae,Sebastes,emphaeus,166718,3,No
Left (3).MP4,25524,49.4627,60min,28.9172,huttcloudpair_1,Fiona Francis,21,,2019-09-06,12:33,sponge garden,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,17,No
Left (2).MP4,8691,22.4674,60min,1.9219,huttcloudpair_1,Fiona Francis,21,,2019-09-06,12:33,sponge garden,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,8,Yes
Left (3).MP4,22813,47.9551,60min,24.7558,huttcloudpair_2,Fiona Francis,20.4,,2019-09-11,11:44,sponge garden,,,,1049,1048,,,,,1,No
Left (2).MP4,10195,23.3038,60min,0.1045,huttcloudpair_2,Fiona Francis,20.4,,2019-09-11,11:44,sponge garden,,,,1049,1048,Embiotocidae,Rhacochilus,vacca,169754,2,No
Left (3).MP4,11440,41.6305,60min,18.4312,huttcloudpair_2,Fiona Francis,20.4,,2019-09-11,11:44,sponge garden,,,,1049,1048,Gobiidae,Rhinogobiops,nicholsii,636877,3,No
Left (3).MP4,15401,43.8332,60min,20.6339,huttcloudpair_2,Fiona Francis,20.4,,2019-09-11,11:44,sponge garden,,,,1049,1048,Hexagrammidae,Hexagrammos,decagrammus,167110,2,No
Left (5).MP4,7702,74.8203,60min,51.621,huttcloudpair_2,Fiona Francis,20.4,,2019-09-11,11:44,sponge garden,,,,1049,1048,Hexagrammidae,Hexagrammos,stelleri,167113,1,No
Left (3).MP4,28180,50.9398,60min,27.7405,huttcloudpair_2,Fiona Francis,20.4,,2019-09-11,11:44,sponge garden,,,,1049,1048,Hexagrammidae,Oxylebius,pictus,167118,2,No
Left (2).MP4,21633,29.6646,60min,6.4653,huttcloudpair_2,Fiona Francis,20.4,,2019-09-11,11:44,sponge garden,,,,1049,1048,Scorpaenidae,Sebastes,emphaeus,166718,1,No
Left (3).MP4,15680,43.9884,60min,20.7891,huttcloudpair_2,Fiona Francis,20.4,,2019-09-11,11:44,sponge garden,,,,1049,1048,Scorpaenidae,Sebastes,flavidus,166720,2,No
Left (4).MP4,3572,54.8893,60min,31.69,huttcloudpair_2,Fiona Francis,20.4,,2019-09-11,11:44,sponge garden,,,,1049,1048,Scorpaenidae,Sebastes,maliger,166726,10,No
Left (4).MP4,22101,65.1935,60 min,53.1431,huttcloudpair_3,Fiona Francis,23.7,,2019-11-19,12:08,sponge garden,,,,1049,1048,Embiotocidae,Cymatogaster,aggregata,169739,1000,No
Left (1).MP4,30368,16.888,60 min,4.8376,huttcloudpair_3,Fiona Francis,23.7,,2019-11-19,12:08,sponge garden,,,,1049,1048,Embiotocidae,Rhacochilus,vacca,169754,6,No
Left (1).MP4,22982,12.7805,60 min,0.7302,huttcloudpair_3,Fiona Francis,23.7,,2019-11-19,12:08,sponge garden,,,,1049,1048,Gobiidae,Rhinogobiops,nicholsii,636877,4,Yes
Left (1).MP4,27601,15.3492,60 min,3.2989,huttcloudpair_3,Fiona Francis,23.7,,2019-11-19,12:08,sponge garden,,,,1049,1048,Hexagrammidae,Hexagrammos,decagrammus,167110,1,No
Left (1).MP4,26156,14.5456,60 min,2.4953,huttcloudpair_3,Fiona Francis,23.7,,2019-11-19,12:08,sponge garden,,,,1049,1048,Hexagrammidae,Hexagrammos,stelleri,167113,1,No
Left (1).MP4,28593,15.9009,60 min,3.8505,huttcloudpair_3,Fiona Francis,23.7,,2019-11-19,12:08,sponge garden,,,,1049,1048,Hexagrammidae,Oxylebius,pictus,167118,1,No
Left (4).MP4,21250,64.7202,60 min,52.6698,huttcloudpair_3,Fiona Francis,23.7,,2019-11-19,12:08,sponge garden,,,,1049,1048,Phocidae,Phoca,vitulina,180649,1,No
Left (1).MP4,27681,15.3937,60 min,3.3433,huttcloudpair_3,Fiona Francis,23.7,,2019-11-19,12:08,sponge garden,,,,1049,1048,Scorpaenidae,Sebastes,caurinus,166713,1,No
Left (1).MP4,30019,16.6939,60 min,4.6435,huttcloudpair_3,Fiona Francis,23.7,,2019-11-19,12:08,sponge garden,,,,1049,1048,Scorpaenidae,Sebastes,emphaeus,166718,1,No
Left (1).MP4,25788,14.341,60 min,2.2906,huttcloudpair_3,Fiona Francis,23.7,,2019-11-19,12:08,sponge garden,,,,1049,1048,Scorpaenidae,Sebastes,flavidus,166720,1,No
GH020005.MP4,17263,27.2344,60 min,5.9042,larsenbay_1,Fiona Francis,21.4,switched cameras by accident,2019-09-06,10:04,rocky reef,,,,1049,1046,,,,,2,No
GH020005.MP4,7164,21.6183,60 min,0.2881,larsenbay_1,Fiona Francis,21.4,switched cameras by accident,2019-09-06,10:04,rocky reef,,,,1049,1046,Gobiidae,Rhinogobiops,nicholsii,636877,2,No
GH020005.MP4,13704,25.2552,60 min,3.925,larsenbay_1,Fiona Francis,21.4,switched cameras by accident,2019-09-06,10:04,rocky reef,,,,1049,1046,Hexagrammidae,Hexagrammos,decagrammus,167110,2,No
GH030005.MP4,7537,39.46,60 min,18.1298,larsenbay_1,Fiona Francis,21.4,switched cameras by accident,2019-09-06,10:04,rocky reef,,,,1049,1046,Hexagrammidae,Ophiodon,elongatus,167116,2,No
GH020005.MP4,18205,27.7583,60 min,6.4281,larsenbay_1,Fiona Francis,21.4,switched cameras by accident,2019-09-06,10:04,rocky reef,,,,1049,1046,Scorpaenidae,Sebastes,caurinus,166713,2,No
GH020005.MP4,10467,23.4551,60 min,2.1249,larsenbay_1,Fiona Francis,21.4,switched cameras by accident,2019-09-06,10:04,rocky reef,,,,1049,1046,Scorpaenidae,Sebastes,emphaeus,166718,1,No
GH020005.MP4,14915,25.9287,60 min,4.5985,larsenbay_1,Fiona Francis,21.4,switched cameras by accident,2019-09-06,10:04,rocky reef,,,,1049,1046,Scorpaenidae,Sebastes,maliger,166726,2,No
GH040005.MP4,29493,69.3042,60 min,47.974,larsenbay_1,Fiona Francis,21.4,switched cameras by accident,2019-09-06,10:04,rocky reef,,,,1049,1046,Squalidae,Squalus,suckleyi,160617,2,No
Left (3).MP4,1352,36.0204,60min,18.8232,larsenbay_2,Fiona Francis,21,,2019-10-10,14:29,rocky reef,,,,1049,1048,,,,,1,No
Left (2).MP4,254,17.7755,60min,0.5784,larsenbay_2,Fiona Francis,21,,2019-10-10,14:29,rocky reef,,,,1049,1048,Bathymasteridae,Ronquilus,jordani,170951,1,No
Left (1).MP4,31313,17.4135,60min,0.2163,larsenbay_2,Fiona Francis,21,,2019-10-10,14:29,rocky reef,,,,1049,1048,Gobiidae,Rhinogobiops,nicholsii,636877,2,No
Left (2).MP4,12078,24.351,60min,7.1538,larsenbay_2,Fiona Francis,21,,2019-10-10,14:29,rocky reef,,,,1049,1048,Hexagrammidae,Hexagrammos,decagrammus,167110,1,No
Left (2).MP4,6229,21.0983,60min,3.9011,larsenbay_2,Fiona Francis,21,,2019-10-10,14:29,rocky reef,,,,1049,1048,Hexagrammidae,Ophiodon,elongatus,167116,1,No
Left (2).MP4,13209,24.98,60min,7.7828,larsenbay_2,Fiona Francis,21,,2019-10-10,14:29,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,caurinus,166713,2,No
Left (2).MP4,16119,26.5982,60min,9.4011,larsenbay_2,Fiona Francis,21,,2019-10-10,14:29,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,emphaeus,166718,1,No
Left (1).MP4,30969,17.2222,60min,0.025,larsenbay_2,Fiona Francis,21,,2019-10-10,14:29,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,maliger,166726,1,No
Left (3).MP4,30372,52.1588,60min,34.9616,larsenbay_2,Fiona Francis,21,,2019-10-10,14:29,rocky reef,,,,1049,1048,Squalidae,Squalus,suckleyi,160617,1,No
Left (2).MP4,1098,18.2449,60 min,5.3726,larsenbay_3,Fiona Francis,22.9,,2019-11-20,11:55,rocky reef,,,,1047,1046,Gobiidae,Rhinogobiops,nicholsii,636877,4,No
Left (2).MP4,6176,21.0688,60 min,8.1965,larsenbay_3,Fiona Francis,22.9,,2019-11-20,11:55,rocky reef,,,,1047,1046,Hexagrammidae,Hexagrammos,decagrammus,167110,2,No
Left (2).MP4,9744,23.053,60 min,10.1807,larsenbay_3,Fiona Francis,22.9,,2019-11-20,11:55,rocky reef,,,,1047,1046,Hexagrammidae,Ophiodon,elongatus,167116,2,No
Left (3).MP4,4728,37.8979,60 min,25.0256,larsenbay_3,Fiona Francis,22.9,,2019-11-20,11:55,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,caurinus,166713,11,No
Left (2).MP4,3238,19.435,60 min,6.5627,larsenbay_3,Fiona Francis,22.9,,2019-11-20,11:55,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,2,No
Left (2).MP4,30312,34.4911,60 min,2.2072,NEbowyer_1,Fiona Francis,21,,2019-10-17,9:45,rocky reef,,,,1047,1046,,,,,1,No
Left (3).MP4,185,35.3714,60 min,3.0875,NEbowyer_1,Fiona Francis,21,,2019-10-17,9:45,rocky reef,,,,1047,1046,Bathymasteridae,Ronquilus,jordani,170951,3,No
Left (5).MP4,2686,72.0308,60 min,39.7469,NEbowyer_1,Fiona Francis,21,,2019-10-17,9:45,rocky reef,,,,1047,1046,Embiotocidae,Cymatogaster,aggregata,169739,500,No
Left (4).MP4,19120,63.5357,60 min,31.2518,NEbowyer_1,Fiona Francis,21,,2019-10-17,9:45,rocky reef,,,,1047,1046,Embiotocidae,Rhacochilus,vacca,169754,10,No
Left (4).MP4,6528,56.5331,60 min,24.2492,NEbowyer_1,Fiona Francis,21,,2019-10-17,9:45,rocky reef,,,,1047,1046,Gobiidae,Rhinogobiops,nicholsii,636877,4,No
Left (5).MP4,13702,78.157,60 min,45.873,NEbowyer_1,Fiona Francis,21,,2019-10-17,9:45,rocky reef,,,,1047,1046,Hexagrammidae,Ophiodon,elongatus,167116,1,No
Left (5).MP4,25712,84.8359,60 min,52.5519,NEbowyer_1,Fiona Francis,21,,2019-10-17,9:45,rocky reef,,,,1047,1046,Phocidae,Phoca,vitulina,180649,1,No
Left (3).MP4,7510,39.445,60 min,7.161,NEbowyer_1,Fiona Francis,21,,2019-10-17,9:45,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,caurinus,166713,2,No
Left (2).MP4,27491,32.9223,60 min,0.6384,NEbowyer_1,Fiona Francis,21,,2019-10-17,9:45,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,4,No
Left (4).MP4,16435,62.2427,60 min,41.1489,Nechristie_1,Fiona Francis,23,,2019-10-01,10:09,rocky reef,,,,1035,1034,,,,,1,No
Left (2).MP4,8707,22.5431,60 min,1.4492,Nechristie_1,Fiona Francis,23,,2019-10-01,10:09,rocky reef,,,,1035,1034,Gobiidae,Rhinogobiops,nicholsii,636877,3,No
Left (5).MP4,923,71.3174,60 min,50.2235,Nechristie_1,Fiona Francis,23,,2019-10-01,10:09,rocky reef,,,,1035,1034,Hexagrammidae,Hexagrammos,stelleri,167113,1,No
Left (3).MP4,2673,36.8885,60 min,15.7947,Nechristie_1,Fiona Francis,23,,2019-10-01,10:09,rocky reef,,,,1035,1034,Hexagrammidae,Ophiodon,elongatus,167116,1,No
Left (3).MP4,31142,52.7204,60 min,31.6266,Nechristie_1,Fiona Francis,23,,2019-10-01,10:09,rocky reef,,,,1035,1034,Scorpaenidae,Sebastes,caurinus,166713,1,No
Left (2).MP4,25817,32.0581,60 min,10.9643,Nechristie_1,Fiona Francis,23,,2019-10-01,10:09,rocky reef,,,,1035,1034,Scorpaenidae,Sebastes,maliger,166726,3,No
Left (2).MP4,16263,26.6783,60min,0.5706,northpamrocks_1,Fiona Francis,23.1,,2019-09-12,14:02,rocky reef,,,,1047,1046,Bathymasteridae,Ronquilus,jordani,170951,1,No
Left (2).MP4,17703,27.4791,60min,1.3714,northpamrocks_1,Fiona Francis,23.1,,2019-09-12,14:02,rocky reef,,,,1047,1046,Gobiidae,Rhinogobiops,nicholsii,636877,2,No
Left (4).MP4,14010,60.694,60min,34.5862,northpamrocks_1,Fiona Francis,23.1,,2019-09-12,14:02,rocky reef,,,,1047,1046,Hexagrammidae,Ophiodon,elongatus,167116,1,No
Left (3).MP4,24820,49.0712,60min,22.9635,northpamrocks_1,Fiona Francis,23.1,,2019-09-12,14:02,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,4,No
Left (2).MP4,11743,24.1647,60 min,3.9239,northpamrocks_2,Fiona Francis,23.2,,2019-11-04,13:22,rocky reef,,,,1049,1048,Embiotocidae,Rhacochilus,vacca,169754,5,No
Left (3).MP4,16363,44.3682,60 min,24.1274,northpamrocks_2,Fiona Francis,23.2,,2019-11-04,13:22,rocky reef,,,,1049,1048,Gobiidae,Rhinogobiops,nicholsii,636877,7,No
Left (2).MP4,27771,33.078,60 min,12.8373,northpamrocks_2,Fiona Francis,23.2,,2019-11-04,13:22,rocky reef,,,,1049,1048,Hexagrammidae,Ophiodon,elongatus,167116,1,No
Left (2).MP4,30233,34.4472,60min,10.3147,Nwpassage_1,Fiona Francis,23.8,,2019-10-10,12:35,rocky reef,,,,1047,1046,Bathymasteridae,Ronquilus,jordani,170951,7,No
Left (3).MP4,2172,36.4764,60min,12.344,Nwpassage_1,Fiona Francis,23.8,,2019-10-10,12:35,rocky reef,,,,1047,1046,Gobiidae,Rhinogobiops,nicholsii,636877,2,No
Left (4).MP4,24663,66.6182,60min,42.4858,Nwpassage_1,Fiona Francis,23.8,,2019-10-10,12:35,rocky reef,,,,1047,1046,Hexagrammidae,Ophiodon,elongatus,167116,1,No
Left (3).MP4,25591,49.5,60min,25.3676,Nwpassage_1,Fiona Francis,23.8,,2019-10-10,12:35,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,caurinus,166713,1,No
Left (4).MP4,27044,67.9423,60min,43.8099,Nwpassage_1,Fiona Francis,23.8,,2019-10-10,12:35,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,2,No
Left (2).MP4,13267,25.0122,,,passagebioherm_1,Fiona Francis,28.8,,2019-10-29,10:59,sponge reef,,,,1049,1048,,,,,1,No
Left (3).MP4,12868,42.4246,60min,10.1079,passagebioherm_1,Fiona Francis,28.8,,2019-10-29,10:59,sponge reef,,,,1049,1048,Hexagrammidae,Hexagrammos,decagrammus,167110,2,No
Left (4).MP4,1324,53.6391,60min,21.3224,passagebioherm_1,Fiona Francis,28.8,,2019-10-29,10:59,sponge reef,,,,1049,1048,Hexagrammidae,Ophiodon,elongatus,167116,3,No
Left (4).MP4,9380,58.1192,60min,25.8024,passagebioherm_1,Fiona Francis,28.8,,2019-10-29,10:59,sponge reef,,,,1049,1048,Scorpaenidae,Sebastes,maliger,166726,16,No
Left (3).MP4,9568,40.5894,60min,8.2727,passagebioherm_1,Fiona Francis,28.8,,2019-10-29,10:59,sponge reef,,,,1049,1048,Scorpaenidae,Sebastes,ruberrimus,166740,2,No
Left (2).MP4,19621,28.5457,60 min,7.7995,passagebioherm_2,Fiona Francis,28.9,,2019-11-12,9:45,sponge reef,,,,1047,1046,Hexagrammidae,Hexagrammos,decagrammus,167110,1,No
Left (4).MP4,468,53.1631,60 min,32.4168,passagebioherm_2,Fiona Francis,28.9,,2019-11-12,9:45,sponge reef,,,,1047,1046,Hexagrammidae,Ophiodon,elongatus,167116,1,No
Left (2).MP4,12413,24.5373,60 min,3.791,passagebioherm_2,Fiona Francis,28.9,,2019-11-12,9:45,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,22,No
Left (3).MP4,10623,41.1761,60 min,20.4299,passagebioherm_2,Fiona Francis,28.9,,2019-11-12,9:45,sponge reef,,,,1047,1046,Scorpaenidae,Sebastes,ruberrimus,166740,1,No
Left (2).MP4,27082,32.6949,60min,9.9021,porteaurockpile_1,Fiona Francis,21.3,,2019-11-04,10:26,rocky reef,,,,1049,1048,,,,,2,No
Left (3).MP4,12092,41.9931,60min,19.2003,porteaurockpile_1,Fiona Francis,21.3,,2019-11-04,10:26,rocky reef,,,,1049,1048,Embiotocidae,Cymatogaster,aggregata,169739,500,No
Left (2).MP4,13096,24.9171,60min,2.1243,porteaurockpile_1,Fiona Francis,21.3,,2019-11-04,10:26,rocky reef,,,,1049,1048,Embiotocidae,Embiotoca,lateralis,169744,5,No
Left (4).MP4,20173,64.1213,60min,41.3285,porteaurockpile_1,Fiona Francis,21.3,,2019-11-04,10:26,rocky reef,,,,1049,1048,Embiotocidae,Rhacochilus,vacca,169754,5,No
Left (5).MP4,4023,72.7744,60min,49.9816,porteaurockpile_1,Fiona Francis,21.3,,2019-11-04,10:26,rocky reef,,,,1049,1048,Gobiidae,Rhinogobiops,nicholsii,636877,4,No
Left (4).MP4,18718,63.3121,60min,40.5194,porteaurockpile_1,Fiona Francis,21.3,,2019-11-04,10:26,rocky reef,,,,1049,1048,Hexagrammidae,Ophiodon,elongatus,167116,1,No
Left (3).MP4,28070,50.8786,60min,28.0858,porteaurockpile_1,Fiona Francis,21.3,,2019-11-04,10:26,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,caurinus,166713,2,No
Left (5).MP4,9523,75.833,60min,53.0402,porteaurockpile_1,Fiona Francis,21.3,,2019-11-04,10:26,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,maliger,166726,1,No
Left (2).MP4,27291,32.8111,60min,2.6955,porteauslide_1,Fiona Francis,20.4,,2019-09-13,10:30,rocky reef,,,,1047,1046,,,,,1,No
Left (4).MP4,15872,61.7294,60min,31.6138,porteauslide_1,Fiona Francis,20.4,,2019-09-13,10:30,rocky reef,,,,1047,1046,Embiotocidae,Cymatogaster,aggregata,169739,20,No
Left (2).MP4,29284,33.9194,60min,3.8038,porteauslide_1,Fiona Francis,20.4,,2019-09-13,10:30,rocky reef,,,,1047,1046,Embiotocidae,Rhacochilus,vacca,169754,1,No
Left (2).MP4,22674,30.2435,60min,0.1279,porteauslide_1,Fiona Francis,20.4,,2019-09-13,10:30,rocky reef,,,,1047,1046,Gobiidae,Rhinogobiops,nicholsii,636877,1,No
Left (3).MP4,17542,45.0239,60min,14.9082,porteauslide_1,Fiona Francis,20.4,,2019-09-13,10:30,rocky reef,,,,1047,1046,Hexagrammidae,Ophiodon,elongatus,167116,1,No
Left (5).MP4,28479,86.3746,60min,56.259,porteauslide_1,Fiona Francis,20.4,,2019-09-13,10:30,rocky reef,,,,1047,1046,Phocidae,Phoca,vitulina,180649,1,No
Left (2).MP4,27111,32.711,60min,2.5954,porteauslide_1,Fiona Francis,20.4,,2019-09-13,10:30,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,caurinus,166713,1,No
Left (3).MP4,1462,36.0816,60min,5.966,porteauslide_1,Fiona Francis,20.4,,2019-09-13,10:30,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,6,No
Left (3).MP4,14533,43.3505,60min,13.2349,porteauslide_1,Fiona Francis,20.4,,2019-09-13,10:30,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,1,No
Left (3).MP4,6512,38.89,60 min,24.5512,porteauslide_2,Fiona Francis,22.2,,2019-11-04,11:15,rocky reef,,,,1047,1046,Embiotocidae,Cymatogaster,aggregata,169739,500,No
Left (1).MP4,26764,14.8838,60 min,0.545,porteauslide_2,Fiona Francis,22.2,,2019-11-04,11:15,rocky reef,,,,1047,1046,Embiotocidae,Rhacochilus,vacca,169754,15,No
Left (4).MP4,16629,62.1504,60 min,47.8117,porteauslide_2,Fiona Francis,22.2,,2019-11-04,11:15,rocky reef,,,,1047,1046,Gobiidae,Rhinogobiops,nicholsii,636877,1,No
Left (3).MP4,4910,37.9991,60 min,23.6603,porteauslide_2,Fiona Francis,22.2,,2019-11-04,11:15,rocky reef,,,,1047,1046,Phocidae,Phoca,vitulina,180649,1,No
Left (2).MP4,5058,20.4471,60 min,6.1083,porteauslide_2,Fiona Francis,22.2,,2019-11-04,11:15,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,3,No
Left (3).MP4,30051,51.9803,60 min,37.6415,porteauslide_2,Fiona Francis,22.2,,2019-11-04,11:15,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,1,No
Left (4).MP4,7984,57.3428,60min,29.4978,southpassage_1,Fiona Francis,23.7,,2019-10-10,11:11,rocky reef,,,,1049,1048,Gobiidae,Rhinogobiops,nicholsii,636877,3,No
Left (2).MP4,19665,28.5702,60min,0.7252,southpassage_1,Fiona Francis,23.7,,2019-10-10,11:11,rocky reef,,,,1049,1048,Hexagrammidae,Hexagrammos,decagrammus,167110,1,No
Left (3).MP4,5434,38.2905,60min,10.4454,southpassage_1,Fiona Francis,23.7,,2019-10-10,11:11,rocky reef,,,,1049,1048,Hexagrammidae,Ophiodon,elongatus,167116,1,No
Left (3).MP4,4676,37.8689,60min,10.0239,southpassage_1,Fiona Francis,23.7,,2019-10-10,11:11,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,maliger,166726,12,No
Left (2).MP4,21531,29.6079,60min,1.7629,southpassage_1,Fiona Francis,23.7,,2019-10-10,11:11,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,nigrocinctus,166732,1,No
Left (3).MP4,4316,37.6687,60 min,19.1135,southpassage_2,Fiona Francis,22.2,,2019-11-12,11:01,rocky reef,,,,1049,1048,Gobiidae,Rhinogobiops,nicholsii,636877,5,No
Left (4).MP4,21531,64.8765,60 min,46.3213,southpassage_2,Fiona Francis,22.2,,2019-11-12,11:01,rocky reef,,,,1049,1048,Hexagrammidae,Ophiodon,elongatus,167116,1,No
Left (3).MP4,15485,43.8799,60 min,25.3247,southpassage_2,Fiona Francis,22.2,,2019-11-12,11:01,rocky reef,,,,1049,1048,Phocidae,Phoca,vitulina,180649,1,No
Left (2).MP4,6755,21.3908,60 min,2.8356,southpassage_2,Fiona Francis,22.2,,2019-11-12,11:01,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,maliger,166726,7,No
Left_002.MP4,18063,27.6793,,,tennisboatramp_1,Fiona Francis,21.4,,2019-09-06,13:47,rocky reef,,,,1049,1048,,,,,1,No
Left_005.MP4,13593,78.0964,60min,46.6538,tennisboatramp_1,Fiona Francis,21.4,,2019-09-06,13:47,rocky reef,,,,1049,1048,Embiotocidae,Rhacochilus,vacca,169754,5,No
Left_004.MP4,25956,67.3373,60min,35.8947,tennisboatramp_1,Fiona Francis,21.4,,2019-09-06,13:47,rocky reef,,,,1049,1048,Gobiidae,Rhinogobiops,nicholsii,636877,7,No
