Surface analysis

Generated: Wednesday 07 July 2021 16:56:19

						
Left filename	Left1_5m.jpg					
Left frame number	      0					
Plane definition points	46					
RMS plane fit (mm)	240.317					
X plane direction (unit vector)	[1.0000, -0.0000, 0.0065]					
Y plane direction (unit vector)	[-0.0017, 0.9648, 0.2628]					
Z plane direction (unit vector)	[-0.0063, -0.2628, 0.9648]					
Plane shift (mm)	[-1178.3742, -1837.8946, -3439.5074]					
						
Transformed coordinates						
X (mm)	Y (mm)	Z (mm)				
723.864	1834.405	935.686				
1229.545	1522.551	637.695				
2265.277	1658.361	467.592				
1955.920	2018.342	692.719				
1634.541	1389.387	328.360				
1131.567	2094.721	849.786				
0.000	1324.613	494.203				
76.755	1099.950	127.934				
577.758	1342.013	725.533				
1824.855	1191.077	701.669				
987.699	508.546	654.404				
1638.825	739.843	330.185				
2388.981	365.843	500.180				
2266.686	974.837	755.984				
1717.316	527.055	664.234				
177.008	1978.824	715.009				
1532.522	2111.108	0.000				
92.573	532.420	70.931				
252.745	1737.887	473.640				
1439.823	673.231	461.475				
2203.080	1267.137	686.568				
921.127	2063.077	924.867				
1232.931	1849.416	267.349				
1630.206	1636.445	308.969				
806.437	1374.785	707.781				
2565.922	1145.510	749.522				
2543.276	751.227	631.606				
2168.372	0.000	563.121				
501.702	1949.541	798.009				
821.322	1193.725	718.138				
862.255	1868.657	945.744				
995.935	1794.039	791.295				
1323.721	1082.434	596.086				
1935.949	1716.499	406.416				
1786.302	1489.244	314.907				
1997.784	1707.618	728.711				
1615.173	1778.407	156.158				
866.283	1765.959	937.638				
2413.084	1019.345	728.083				
1914.784	1374.761	611.617				
1484.813	1606.932	288.322				
1884.685	769.512	620.594				
2197.879	1457.718	471.176				
709.515	1009.982	731.653				
2420.861	1255.487	694.193				
2022.963	545.425	598.901				
						
Triangle data						
X centre (mm)	Y centre (mm)	Z centre (mm)	Slope (deg)	Direction (deg)	Plan area (mm^2)	3D area (mm^2)
2193.439	303.756	554.067	15.289	88.479	86761.425	89944.942
1969.550	357.493	608.752	12.103	92.266	84689.159	86614.307
2058.111	763.258	658.493	18.168	223.784	56996.780	59987.510
1874.988	613.997	627.909	12.101	80.919	35515.875	36323.043
2318.407	554.165	576.896	21.053	167.154	84383.106	90418.745
2277.642	757.163	662.164	23.681	166.078	86635.247	94601.364
2273.940	1326.781	617.312	48.522	1.291	20722.204	31286.674
2294.672	1457.189	544.320	38.711	289.778	29184.813	37401.731
2417.353	1353.119	637.103	30.561	6.187	20665.388	23999.134
2345.675	1180.656	702.948	8.361	349.300	25758.846	26035.556
2466.622	1140.114	723.933	17.039	299.792	17555.129	18361.085
1006.978	866.987	660.714	12.744	97.537	164070.028	168214.077
951.519	1095.380	681.959	13.367	105.988	52377.779	53836.328
596.596	683.649	485.663	40.261	231.827	221103.701	289742.789
454.676	1150.649	528.373	47.155	249.266	99121.116	145762.890
702.865	1181.907	725.108	3.889	53.758	30666.331	30737.105
292.948	880.784	310.173	44.438	262.527	178843.672	250477.596
2036.816	1513.366	603.835	39.530	128.434	43672.463	56622.671
2153.647	1607.899	555.826	44.054	107.565	28495.126	39649.070
2105.248	1366.539	589.787	48.902	8.204	27192.168	41366.002
1992.075	978.476	692.749	17.972	225.978	86661.488	91106.948
1782.788	900.144	550.816	50.011	252.732	52710.552	82022.030
1746.942	678.803	538.338	59.582	309.607	27322.393	53964.054
1315.763	1659.633	397.789	56.342	41.622	41576.111	75016.015
1444.306	1744.919	237.276	31.537	38.301	37400.746	43881.802
1583.187	1544.255	308.550	9.907	295.696	18024.266	18297.089
1449.633	1506.290	418.126	54.577	49.271	34083.308	58803.531
1576.731	1673.928	251.149	47.657	341.240	10541.990	15651.115
1980.906	1277.658	666.618	27.751	352.896	31316.935	35387.280
1778.542	1417.797	418.295	61.025	329.006	15101.888	31174.782
1791.393	1318.408	547.215	53.643	314.998	26395.612	44525.617
1899.623	1523.874	551.745	65.095	274.883	26134.075	62059.025
2294.284	1087.106	723.545	15.867	22.995	22811.473	23714.994
2407.682	915.136	705.224	19.295	131.703	22523.236	23863.666
2507.427	972.027	703.071	18.022	159.881	28702.144	30182.973
889.551	1644.928	812.238	56.633	121.188	24518.025	44578.677
798.861	1658.383	860.368	31.433	206.827	29903.356	35046.314
817.467	1823.007	939.689	5.517	213.015	7175.142	7208.538
908.157	1809.552	891.559	48.661	91.733	6713.994	10164.743
1835.681	1837.750	418.431	52.422	227.042	49030.345	80398.075
1727.109	1710.451	290.514	49.499	330.059	22303.725	34341.707
1460.209	1912.977	141.169	34.702	34.917	60651.432	73774.492
1701.205	1969.286	282.959	58.359	272.350	66598.707	126952.929
1906.679	1637.787	483.345	79.792	299.893	7690.629	43397.206
1963.218	1814.153	609.282	79.377	263.560	9420.890	51105.425
2072.994	1794.774	629.674	46.502	76.073	40527.166	58877.772
1683.683	1505.025	317.412	4.982	24.807	18963.379	19035.296
1784.153	1614.063	343.431	19.158	227.890	28751.024	30436.617
1594.372	1220.966	542.038	55.994	339.783	60027.992	107329.889
1595.800	1004.451	542.647	38.988	182.504	102958.986	132461.906
1124.863	1266.237	650.640	13.349	100.852	105316.930	108241.248
1467.456	831.836	462.582	35.561	100.434	44582.845	54804.002
1395.936	1331.457	520.714	38.367	84.628	82852.535	105671.856
1250.414	754.737	570.655	27.922	110.825	102065.492	115513.087
926.439	1908.591	887.302	46.670	101.283	15191.525	22138.813
1016.210	1983.946	855.316	29.377	132.639	29491.901	33843.946
1120.145	1912.725	636.143	70.679	117.844	31874.899	96341.602
1152.804	1722.002	565.446	65.998	60.297	38639.134	94990.872
1010.639	1563.792	712.257	23.212	139.363	74694.150	81273.222
835.749	1922.046	935.432	9.997	322.508	12444.756	12636.637
735.172	1303.508	717.151	5.316	47.515	20946.135	21036.625
952.435	1363.687	687.871	8.948	64.070	39403.615	39889.042
715.564	1949.008	886.187	29.909	314.353	36757.149	42404.488
533.279	1997.147	812.628	16.550	244.105	24573.156	25635.192
492.771	1840.611	735.778	45.297	240.389	37842.699	53797.234
310.485	1888.751	662.219	49.461	197.729	38006.491	58475.206
1082.881	346.988	429.485	62.677	201.200	213512.374	465166.300
1624.462	345.200	627.253	11.268	182.423	196448.496	200309.397
702.686	1517.068	789.666	26.182	162.853	53905.693	60068.887
1299.007	2018.415	372.378	69.190	124.063	50008.670	140759.249
