Surface analysis

Generated: Friday 25 June 2021 16:32:01

						
Left filename	Left3_5m.jpg					
Left frame number	      0					
Plane definition points	22					
RMS plane fit (mm)	178.757					
X plane direction (unit vector)	[0.9250, 0.0000, -0.3799]					
Y plane direction (unit vector)	[0.1687, 0.8960, 0.4108]					
Z plane direction (unit vector)	[0.3404, -0.4441, 0.8288]					
Plane shift (mm)	[181.4353, -2072.7330, -2240.6202]					
						
Transformed coordinates						
X (mm)	Y (mm)	Z (mm)				
388.424	882.543	70.866				
346.830	1380.152	207.274				
902.005	1261.318	122.441				
1155.328	1563.840	138.635				
1740.939	374.848	340.327				
991.475	808.093	168.850				
1574.625	1562.250	143.651				
231.135	1597.060	107.882				
0.000	305.610	162.308				
404.193	188.916	238.434				
1787.041	1813.965	30.425				
382.499	1655.793	266.991				
1063.502	0.000	123.214				
961.878	1849.836	179.726				
1028.130	1421.762	678.442				
450.630	600.236	231.381				
1333.433	687.280	112.962				
917.127	1282.135	491.396				
623.453	1723.856	184.688				
128.467	1127.199	335.988				
1691.766	67.087	0.000				
389.521	1048.501	168.552				
						
Triangle data						
X centre (mm)	Y centre (mm)	Z centre (mm)	Slope (deg)	Direction (deg)	Plan area (mm^2)	3D area (mm^2)
546.118	1229.990	166.089	9.372	127.220	89525.626	90736.877
761.000	1039.304	153.281	6.809	21.550	125655.875	126548.445
589.807	913.045	136.090	32.307	201.812	50081.490	59254.085
288.272	1185.284	237.271	32.279	93.229	41609.492	49215.359
302.137	1019.414	191.802	36.918	141.955	21705.143	27148.500
1498.736	147.312	154.514	50.200	164.554	95028.144	148455.885
235.477	1368.137	217.048	25.591	4.340	38314.999	42482.558
172.297	771.784	189.721	38.141	114.312	122503.820	155758.652
856.236	1475.918	451.509	54.702	260.548	45018.559	77909.940
450.927	1586.600	219.651	26.476	122.929	31994.583	35743.408
814.195	1422.436	266.175	86.314	238.517	6396.453	99502.745
624.096	1455.109	171.468	8.559	108.941	111844.182	113103.690
871.153	1665.151	347.619	49.544	340.253	76608.655	118065.257
936.869	1117.182	260.896	87.087	259.126	4358.047	85741.392
1092.896	1130.392	427.600	47.046	205.984	62079.080	91102.988
1080.678	925.836	257.736	34.914	186.703	76559.954	93364.037
1549.665	874.793	198.980	26.227	281.475	215955.788	240739.929
1379.291	354.042	192.167	24.557	293.184	182202.592	200321.896
1129.470	498.457	135.009	8.774	106.281	133815.876	135400.311
1312.062	1223.764	311.685	48.046	107.153	222141.359	332280.616
835.203	469.443	174.482	7.974	108.584	226012.364	228218.893
639.442	263.051	197.676	9.874	90.824	139979.993	142084.633
610.176	763.624	157.032	29.067	350.173	82807.013	94739.051
284.941	364.921	210.708	10.285	281.829	85835.841	87237.484
279.684	596.130	154.852	33.228	315.529	72771.591	86995.392
1252.694	1515.951	320.243	75.246	0.037	29887.610	117358.313
1048.445	1611.812	332.268	71.279	58.237	31931.595	99485.653
1441.181	1742.017	117.934	19.074	34.009	107662.549	113916.579
1230.610	1658.642	154.004	8.680	184.711	59804.867	60497.850
320.155	1544.335	194.049	45.617	265.235	19813.619	28327.293
1700.868	1250.354	171.468	19.535	54.490	147043.584	156025.124
						
Total plan area (mm^2)	2756950.341					
Total 3D area (mm^2)	3537762.835					
						
Slope bitmap	Double click to view	Darkest: 0 degree slope	Brightest: 90 degree slope			
Slope direction bitmap	Double click to view	0 deg = red, 120 deg = green, 240 deg = blue				
Surface bitmap	Double click to view	Darkest: z = 0.000 (mm)	Lightest: z = 678.442 (mm)			
