Surface analysis

Generated: Wednesday 07 July 2021 15:57:33

						
Left filename	Left1_5m.jpg					
Left frame number	      0					
Plane definition points	20					
RMS plane fit (mm)	115.500					
X plane direction (unit vector)	[0.9975, 0.0000, -0.0711]					
Y plane direction (unit vector)	[-0.0105, 0.9891, -0.1470]					
Z plane direction (unit vector)	[0.0703, 0.1474, 0.9866]					
Plane shift (mm)	[-735.1587, -144.1516, -2480.1958]					
						
Transformed coordinates						
X (mm)	Y (mm)	Z (mm)				
2006.767	1011.726	277.401				
1044.277	985.617	140.651				
2457.223	735.596	185.772				
510.577	1188.583	155.245				
1135.470	1431.181	310.386				
2033.973	1376.797	132.957				
1041.955	427.152	69.603				
2417.482	0.000	459.944				
662.818	1374.699	205.426				
881.990	1015.918	273.698				
0.000	1326.533	209.630				
184.485	350.149	266.127				
1240.005	1183.268	183.069				
2148.434	1272.108	158.675				
1502.405	541.644	184.990				
1313.469	1389.134	473.102				
792.924	1153.935	307.083				
895.373	1389.150	345.847				
659.505	1122.786	280.414				
1734.439	1041.641	0.000				
						
Triangle data						
X centre (mm)	Y centre (mm)	Z centre (mm)	Slope (deg)	Direction (deg)	Plan area (mm^2)	3D area (mm^2)
1492.283	922.185	122.687	24.480	67.409	140038.854	153870.483
1747.870	865.004	154.130	50.851	310.750	71552.033	113333.712
1693.961	1269.191	202.020	42.844	150.386	122588.505	167193.507
1925.060	1143.388	136.786	47.054	295.807	50116.413	73559.466
1429.305	1204.681	218.724	54.431	181.238	56095.760	96437.248
575.327	829.617	273.413	1.890	150.100	111332.552	111393.137
451.522	887.172	233.929	37.735	300.417	73161.121	92510.022
610.966	1228.689	213.695	37.553	293.532	18867.429	23798.656
705.082	1217.140	264.308	22.031	318.107	16753.401	18073.132
778.140	1097.546	287.065	19.064	201.141	10594.196	11208.967
1090.283	1334.533	279.767	25.405	152.233	31958.294	35379.600
783.705	1305.928	286.118	31.732	279.393	26610.013	31286.781
1059.885	1186.012	223.189	25.648	153.238	54206.877	60131.661
910.858	1176.234	264.527	28.934	129.398	38183.061	43629.008
906.397	1051.823	240.477	43.209	69.660	9849.821	13513.981
1229.648	1334.528	322.186	56.711	229.034	19866.400	36195.137
1262.229	903.510	169.570	9.476	248.709	88723.664	89951.087
1196.212	651.471	131.748	14.197	240.047	128439.751	132485.962
1653.947	322.932	238.179	15.211	282.604	177084.721	183514.054
1988.798	762.989	216.054	14.316	168.698	175510.204	181135.039
2125.703	425.747	276.902	21.045	348.398	347326.137	372148.592
2063.058	1220.210	189.678	22.141	18.401	22317.218	24093.907
2204.141	1006.477	207.283	23.998	54.435	78204.793	85604.558
702.810	597.739	203.143	20.624	137.529	258583.287	276290.175
231.687	955.088	210.334	8.683	57.443	236534.796	239277.299
1214.640	259.100	265.225	52.140	5.090	236095.362	384684.670
391.132	1296.605	190.100	16.356	174.609	58014.075	60460.776
989.407	809.562	161.317	38.872	99.319	45351.092	58250.749
						
Total plan area (mm^2)	2703959.830					
Total 3D area (mm^2)	3169411.365					
						
Slope bitmap	Double click to view	Darkest: 0 degree slope	Brightest: 90 degree slope			
Slope direction bitmap	Double click to view	0 deg = red, 120 deg = green, 240 deg = blue				
Surface bitmap	Double click to view	Darkest: z = 0.000 (mm)	Lightest: z = 473.102 (mm)			
