Surface analysis

Generated: Wednesday 07 July 2021 13:45:18

						
Left filename	Left1_2m.jpg					
Left frame number	      0					
Plane definition points	30					
RMS plane fit (mm)	72.583					
X plane direction (unit vector)	[0.9926, -0.0000, 0.1214]					
Y plane direction (unit vector)	[-0.0270, 0.9750, 0.2207]					
Z plane direction (unit vector)	[-0.1184, -0.2224, 0.9678]					
Plane shift (mm)	[-1129.4616, -1455.9841, -2365.3360]					
						
Transformed coordinates						
X (mm)	Y (mm)	Z (mm)				
918.389	1525.938	251.351				
1409.083	1448.021	235.262				
1119.788	225.414	199.880				
973.556	557.271	165.198				
1447.939	420.847	57.538				
1451.383	1129.752	358.445				
380.263	1478.950	251.630				
1703.441	1796.494	138.992				
1724.247	1564.193	195.006				
921.136	862.852	195.828				
450.033	785.409	249.968				
1760.480	1023.317	229.526				
1938.868	687.972	284.982				
1131.619	1793.073	216.338				
1300.912	1669.036	186.305				
532.821	224.363	221.021				
765.859	381.078	195.483				
1909.979	1483.729	225.535				
1135.661	1187.478	204.241				
0.000	648.099	256.533				
575.163	1778.238	202.936				
766.055	1229.785	221.317				
1302.611	1267.064	321.005				
1670.777	1289.952	236.823				
1396.592	0.000	82.080				
1936.174	432.566	253.552				
694.471	1630.070	0.000				
770.967	1741.495	225.793				
178.554	753.041	221.277				
835.117	211.848	275.316				
						
Triangle data						
X centre (mm)	Y centre (mm)	Z centre (mm)	Slope (deg)	Direction (deg)	Plan area (mm^2)	3D area (mm^2)
1117.165	145.754	185.759	18.326	124.223	33961.886	35776.347
921.510	145.404	192.806	57.641	188.900	28507.019	53262.373
711.266	272.430	230.607	23.586	338.101	25145.398	27437.577
858.177	383.399	211.999	23.621	334.421	23675.701	25840.793
976.153	331.511	213.465	18.490	49.601	48226.954	50851.999
186.272	960.030	243.147	16.142	113.530	54223.009	56448.539
336.283	1005.800	240.958	5.991	262.954	95270.131	95793.290
387.136	587.604	230.755	6.730	235.979	77495.827	78033.598
237.125	541.834	232.944	9.676	56.309	65787.713	66737.135
940.325	1686.835	231.160	7.104	3.882	42672.203	43002.281
794.609	1632.501	159.048	61.371	238.694	16457.779	34348.621
680.201	1716.601	142.910	60.666	194.325	12314.016	25135.628
825.917	1770.935	215.022	23.451	355.291	11675.355	12726.532
792.972	1461.931	157.556	45.541	292.143	41088.481	58663.897
613.597	1446.268	157.649	38.951	37.540	68295.373	87819.137
549.966	1629.086	151.522	49.593	116.408	32292.640	49817.545
1593.568	284.471	131.057	22.692	284.914	102435.215	111029.702
1774.327	513.795	198.691	22.585	253.397	62333.229	67510.799
1321.440	215.420	113.166	23.284	89.226	64033.276	69710.937
1627.547	1147.674	274.932	25.568	74.514	36434.317	40389.674
1780.412	1265.666	230.628	3.162	99.406	40581.021	40642.913
1768.334	1445.958	219.121	10.913	331.953	27618.832	28127.463
1601.369	1434.056	222.364	8.955	29.276	40109.475	40604.447
1510.415	1289.242	276.844	25.992	30.533	38301.343	42611.391
1173.971	1487.346	252.887	18.688	7.580	77003.386	81288.978
1337.535	1461.374	247.524	22.273	34.859	21553.216	23290.999
1118.887	1326.827	258.865	33.490	227.105	36898.843	44244.140
1387.693	1281.612	304.904	22.812	16.622	20770.651	22533.151
1296.552	1194.765	294.564	32.358	239.677	17382.143	20577.337
940.035	1314.400	225.636	6.992	164.551	57952.450	58386.694
940.951	1093.371	207.129	3.782	142.550	64529.839	64670.671
712.408	959.348	222.371	6.828	99.391	92436.571	93096.863
532.117	1164.715	240.972	4.721	85.909	125089.362	125515.226
1169.393	1060.027	252.838	27.183	301.045	57437.716	64569.287
1869.775	1065.006	246.681	11.044	290.410	66132.810	67380.600
1779.222	1614.806	186.511	13.693	345.180	20735.785	21342.421
582.904	463.617	222.157	7.697	103.794	71859.469	72512.854
729.816	574.586	203.550	8.920	94.585	69812.304	70667.006
1378.657	1752.868	180.545	8.369	112.815	35752.956	36137.777
1478.081	1560.417	205.525	13.699	9.215	41111.201	42315.000
1576.200	1676.575	173.434	13.927	9.295	48079.887	49536.070
1116.973	1662.682	217.998	9.796	92.206	35836.062	36366.288
1715.762	710.712	190.682	23.444	261.663	106141.005	115691.810
1553.267	857.972	215.170	26.767	147.575	109743.293	122914.581
781.575	735.177	203.665	8.524	121.500	74009.639	74836.321
1273.486	804.484	203.937	23.468	192.404	187487.992	204394.961
1114.210	613.657	139.521	12.306	107.194	68905.437	70525.970
1180.428	401.177	140.872	20.611	51.489	68739.083	73440.049
						
Total plan area (mm^2)	2664337.295					
Total 3D area (mm^2)	2898557.671					
						
Slope bitmap	Double click to view	Darkest: 0 degree slope	Brightest: 90 degree slope			
Slope direction bitmap	Double click to view	0 deg = red, 120 deg = green, 240 deg = blue				
Surface bitmap	Double click to view	Darkest: z = 0.000 (mm)	Lightest: z = 358.445 (mm)			
